VehNum,VIN,Time,KM,TimeRepair,KMRepair,FrontTyreStart,RearTyreStart,BrakeLiningStart,EngineGotHot
1,408254999,2012-06-29,17103.06,2012-06-29,17108.4,0,0,0,1
1,408254999,2012-06-29,17125.17,2012-06-29,17133.92,0,0,0,1
1,408254999,2012-06-30,17167.82,2012-06-30,17176.12,0,0,0,1
1,408254999,2012-07-01,17187.09,2012-07-02,17196.9,0,0,0,1
1,408254999,2012-07-02,17257.98,2012-07-02,17269.49,0,0,0,1
1,408254999,2012-07-02,17292.21,2012-07-02,17306.29,0,0,0,1
1,408254999,2012-07-02,17312.85,2012-07-02,17326.93,0,0,0,1
1,408254999,2012-07-03,17376.93,2012-07-03,17392.29,0,0,0,1
1,408254999,2012-07-04,17439.27,2012-07-04,17454.16,0,0,0,1
1,408254999,2012-07-04,17463.82,2012-07-04,17479.12,0,0,0,1
1,408254999,2012-07-06,17491.66,2012-07-06,17506.88,0,0,0,1
1,408254999,2012-07-08,17536.28,2012-07-08,17550.09,0,0,0,1
1,408254999,2012-07-08,17576.3,2012-07-08,17590.7,0,0,0,1
1,408254999,2012-07-09,17597.53,2012-07-09,17608.48,0,0,0,1
1,408254999,2012-07-09,17622.67,2012-07-09,17638.19,0,0,0,1
1,408254999,2012-07-09,17669.43,2012-07-09,17683.45,0,0,0,1
1,408254999,2012-07-11,17695.52,2012-07-11,17710.51,0,0,0,1
1,408254999,2012-07-11,17743.75,2012-07-11,17758.36,0,0,0,1
1,408254999,2012-07-11,17783.81,2012-07-11,17797.18,0,0,0,1
1,408254999,2012-07-12,17813.87,2012-07-12,17834.27,0,0,0,1
1,408254999,2012-07-12,17907.23,2012-07-12,17931.7,0,0,0,1
1,408254999,2012-07-15,18067.27,2012-07-15,18090.69,0,0,0,1
1,408254999,2012-07-15,18173.42,2012-07-15,18197.1,0,0,0,1
1,408254999,2012-07-17,18259.56,2012-07-17,18281.12,0,0,0,1
1,408254999,2012-07-17,18340.89,2012-07-17,18363.34,0,0,0,1
1,408254999,2012-07-19,18454.89,2012-07-19,18460.61,0,0,0,1
1,408254999,2012-07-19,18471.54,2012-07-19,18479.18,0,0,0,1
1,408254999,2012-07-20,18492.32,2012-07-20,18501.57,0,0,0,1
1,408254999,2012-07-21,18522.58,2012-07-21,18528.8,0,0,0,1
1,408254999,2012-07-21,18533.72,2012-07-21,18542.86,0,0,0,1
1,408254999,2012-07-21,18565.04,2012-07-22,18572.36,0,0,0,1
1,408254999,2012-07-22,18586.71,2012-07-22,18592.26,0,0,0,1
1,408254999,2012-07-22,18613.06,2012-07-23,18621.49,0,0,0,1
1,408254999,2012-07-23,18666.96,2012-07-23,18672.42,0,0,0,1
1,408254999,2012-07-23,18683.97,2012-07-23,18689.66,0,0,0,1
1,408254999,2012-07-23,18710.44,2012-07-23,18724.6,0,0,0,1
1,408254999,2012-07-23,18777.19,2012-07-23,18791.33,0,0,0,1
1,408254999,2012-07-25,18820.55,2012-07-25,18834.88,0,0,0,1
1,408254999,2012-07-26,18865.86,2012-07-26,18880.43,0,0,0,1
1,408254999,2012-07-27,18950.54,2012-07-27,18964.28,0,0,0,1
1,408254999,2012-07-27,18975.8,2012-07-27,18981.66,0,0,0,1
1,408254999,2012-07-29,19028.79,2012-07-29,19035.86,0,0,0,1
1,408254999,2012-07-29,19043.69,2012-07-29,19053.11,0,0,0,1
1,408254999,2012-07-29,19112.77,2012-07-29,19118.18,0,0,0,1
1,408254999,2012-07-30,19134.55,2012-07-30,19140.71,0,0,0,1
1,408254999,2012-07-31,19174.91,2012-07-31,19182.65,0,0,0,1
1,408254999,2012-07-31,19215.29,2012-08-01,19228.35,0,0,0,1
1,408254999,2012-08-01,19317.01,2012-08-01,19331.2,0,0,0,1
1,408254999,2012-08-01,19364.16,2012-08-01,19376.37,0,0,0,1
1,408254999,2012-08-02,19402.45,2012-08-02,19426.17,0,0,0,1
1,408254999,2012-08-05,19591.96,2012-08-05,19615.84,0,0,0,1
1,408254999,2012-08-05,19677.11,2012-08-05,19699.83,0,0,0,1
1,408254999,2012-08-07,19894.01,2012-08-07,19917.88,0,0,0,1
1,408254999,2012-08-08,19932.76,2012-08-08,19957.98,0,0,0,1
1,408254999,2012-08-11,20147.51,2012-08-11,20154.3,0,0,0,1
1,408254999,2012-08-13,20180.36,2012-08-13,20187.98,0,0,0,1
1,408254999,2012-08-13,20197.53,2012-08-13,20220.93,0,0,0,1
1,408254999,2012-08-13,20272.8,2012-08-13,20295.87,0,0,0,1
1,408254999,2012-08-13,20349.96,2012-08-13,20373.4,0,0,0,1
1,408254999,2012-08-16,20465.45,2012-08-16,20489,0,0,0,1
1,408254999,2012-08-16,20516.05,2012-08-16,20541.35,0,0,0,1
1,408254999,2012-08-16,20667.25,2012-08-18,20690.52,0,0,0,1
1,408254999,2012-08-18,20712.06,2012-08-18,20735.98,0,0,0,1
1,408254999,2012-08-20,20751.67,2012-08-20,20767.54,0,0,0,1
1,408254999,2012-08-20,20811.69,2012-08-20,20826.55,0,0,0,1
1,408254999,2012-08-22,20877.01,2012-08-22,20891.35,0,0,0,1
1,408254999,2012-08-22,20963.6,2012-08-22,20977.34,0,0,0,1
1,408254999,2012-08-23,21031.55,2012-08-23,21054.47,0,0,0,1
1,408254999,2012-08-25,21184.28,2012-08-28,21209.08,0,0,0,1
1,408254999,2012-08-29,21259.76,2012-08-29,21283.53,0,0,0,1
1,408254999,2012-08-31,21330.41,2012-08-31,21343.9,0,0,0,1
1,408254999,2012-08-31,21448.89,2012-08-31,21474.13,0,0,0,1
1,408254999,2012-09-01,21533.87,2012-09-01,21557.23,0,0,0,1
1,408254999,2012-09-01,21627.85,2012-09-01,21651.37,0,0,0,1
1,408254999,2012-09-04,21708.58,2012-09-04,21717.08,0,0,0,1
1,408254999,2012-09-04,21746.81,2012-09-04,21752.62,0,0,0,1
1,408254999,2012-09-06,21780.89,2012-09-06,21788.64,0,0,0,1
1,408254999,2012-09-06,21865.3,2012-09-06,21877.84,0,0,0,1
1,408254999,2012-09-06,21921.34,2012-09-06,21934.16,0,0,0,1
1,408254999,2012-09-07,21956.45,2012-09-07,21971.11,0,0,0,1
1,408254999,2012-09-08,21989.65,2012-09-08,21998.42,0,0,0,1
1,408254999,2012-09-08,22029.74,2012-09-08,22037.23,0,0,0,1
1,408254999,2012-09-09,22057.01,2012-09-09,22063.25,0,0,0,1
1,408254999,2012-09-10,22073.18,2012-09-10,22080.75,0,0,0,1
1,408254999,2012-09-10,22104.01,2012-09-10,22111.74,0,0,0,1
1,408254999,2012-09-11,22126.85,2012-09-11,22134.06,0,0,0,1
1,408254999,2012-09-11,22147.47,2012-09-11,22154.48,0,0,0,1
1,408254999,2012-09-12,22187.5,2012-09-12,22201.69,0,0,0,1
1,408254999,2012-09-14,22275.04,2012-09-14,22289.31,0,0,0,1
1,408254999,2012-09-15,22320.05,2012-09-15,22333.09,0,0,0,1
1,408254999,2012-09-16,22406.39,2012-09-16,22420.61,0,0,0,1
1,408254999,2012-09-17,22539.6,2012-09-17,22553.59,0,0,0,1
1,408254999,2012-09-18,22588.75,2012-09-18,22602.47,0,0,0,1
1,408254999,2012-09-19,22684.35,2012-09-19,22698.31,0,0,0,1
1,408254999,2012-09-20,22730.21,2012-09-20,22743.97,0,0,0,1
1,408254999,2012-09-20,22784.7,2012-09-20,22795.95,0,0,0,1
1,408254999,2012-09-21,22867.77,2012-09-21,22881.52,0,0,0,1
1,408254999,2012-09-22,22946.91,2012-09-22,22970.62,0,0,0,1
1,408254999,2012-09-23,23148.46,2012-09-25,23169.34,0,0,0,1
1,408254999,2012-09-25,23176.14,2012-09-25,23200.2,0,0,0,1
1,408254999,2012-09-27,23256,2012-09-27,23262.93,0,0,0,1
1,408254999,2012-09-28,23295.58,2012-09-28,23303.51,0,0,0,1
1,408254999,2012-09-28,23338.26,2012-09-28,23345.32,0,0,0,1
1,408254999,2012-09-30,23373.84,2012-09-30,23379.29,0,0,0,1
1,408254999,2012-09-30,23384.02,2012-09-30,23390.99,0,0,0,1
1,408254999,2012-09-30,23433.99,2012-09-30,23439.74,0,0,0,1
1,408254999,2012-10-01,23467.24,2012-10-01,23474.69,0,0,0,1
1,408254999,2012-10-01,23527.36,2012-10-01,23536.17,0,0,0,1
1,408254999,2012-10-02,23627.34,2012-10-02,23633.15,0,0,0,1
1,408254999,2012-10-02,23647.47,2012-10-02,23660.04,0,0,0,1
1,408254999,2012-10-02,23670.25,2012-10-02,23684.15,0,0,0,1
1,408254999,2012-10-02,23715.4,2012-10-02,23730.84,0,0,0,1
1,408254999,2012-10-03,23778.12,2012-10-03,23791.78,0,0,0,1
1,408254999,2012-10-04,23812.7,2012-10-05,23821.11,0,0,0,1
1,408254999,2012-10-06,23829.7,2012-10-06,23836.81,0,0,0,1
1,408254999,2012-10-07,23857.6,2012-10-07,23864.01,0,0,0,1
1,408254999,2012-10-07,23904.49,2012-10-07,23910.88,0,0,0,1
1,408254999,2012-10-08,23961.73,2012-10-08,23975.79,0,0,0,1
1,408254999,2012-10-09,24065.39,2012-10-09,24078.64,0,0,0,1
1,408254999,2012-10-10,24202.4,2012-10-10,24214.28,0,0,0,1
1,408254999,2012-10-11,24279.77,2012-10-11,24303.76,0,0,0,1
1,408254999,2012-10-14,24370.67,2012-10-15,24394.14,0,0,0,1
1,408254999,2012-10-17,24493.57,2012-10-17,24518.99,0,0,0,1
1,408254999,2012-10-20,24627.13,2012-10-21,24651.77,0,0,0,1
1,408254999,2012-10-23,24659.88,2012-10-23,24683.93,0,0,0,1
1,408254999,2012-10-25,24716.64,2012-10-25,24741.31,0,0,0,1
1,408254999,2012-10-28,24774.47,2012-10-28,24797.83,0,0,0,1
1,408254999,2012-10-30,24807.2,2012-10-30,24828.65,0,0,0,1
1,408254999,2012-11-01,24861.89,2012-11-01,24885.81,0,0,0,1
1,408254999,2012-11-03,24914.53,2012-11-03,24937.83,0,0,0,1
1,408254999,2012-11-06,24966.21,2012-11-06,24991.7,0,0,0,1
1,408254999,2012-11-09,25005.43,2012-11-09,25029.05,0,0,0,1
1,408254999,2012-11-12,25058.73,2012-11-12,25083.84,0,0,0,1
1,408254999,2012-11-14,25126.77,2012-11-14,25150,0,0,0,1
1,408254999,2012-11-16,25160.05,2012-11-16,25185.55,0,0,0,1
1,408254999,2012-11-19,25220.81,2012-11-19,25244.17,0,0,0,1
1,408254999,2012-11-21,25271.44,2012-11-21,25295.4,0,0,0,1
1,408254999,2012-11-23,25328.31,2012-11-23,25351.93,0,0,0,1
1,408254999,2012-11-26,25382.52,2012-11-27,25396.63,0,0,0,1
1,408254999,2012-11-27,25421.68,2012-11-27,25433.86,0,0,0,1
1,408254999,2012-11-27,25488.81,2012-11-27,25502.5,0,0,0,1
1,408254999,2012-11-28,25568.92,2012-11-28,25583.76,0,0,0,1
1,408254999,2012-11-29,25603.87,2012-11-29,25617.75,0,0,0,1
1,408254999,2012-11-30,25713.98,2012-11-30,25727.89,0,0,0,1
1,408254999,2012-12-01,25757.43,2012-12-01,25782.79,0,0,0,1
1,408254999,2012-12-01,25883.31,2012-12-01,25906.85,0,0,0,1
1,408254999,2012-12-04,26061.06,2012-12-05,26084.91,0,0,0,1
1,408254999,2012-12-05,26162.21,2012-12-05,26185.42,0,0,0,1
1,408254999,2012-12-07,26343.61,2012-12-07,26357.3,0,0,0,1
1,408254999,2012-12-08,26378.44,2012-12-08,26391.79,0,0,0,1
1,408254999,2012-12-10,26408.13,2012-12-10,26422.76,0,0,0,1
1,408254999,2012-12-13,26435.19,2012-12-13,26449.79,0,0,0,1
1,408254999,2012-12-14,26469.26,2012-12-14,26483.94,0,0,0,1
1,408254999,2012-12-15,26491.65,2012-12-15,26505.86,0,0,0,1
1,408254999,2012-12-16,26518.34,2012-12-16,26531.77,0,0,0,1
1,408254999,2012-12-17,26547.42,2012-12-18,26562.6,0,0,0,1
1,408254999,2012-12-19,26585.66,2012-12-19,26600.32,0,0,0,1
1,408254999,2012-12-20,26630.83,2012-12-20,26654.63,0,0,0,1
1,408254999,2012-12-20,26677.92,2012-12-20,26701.32,0,0,0,1
1,408254999,2012-12-21,26894.15,2012-12-21,26915.23,0,0,0,1
1,408254999,2012-12-23,26972.61,2012-12-23,26995.45,0,0,0,1
1,408254999,2012-12-23,27023.43,2012-12-23,27046.64,0,0,0,1
1,408254999,2012-12-23,27269.28,2012-12-23,27292.54,0,0,0,1
1,408254999,2012-12-27,27401.12,2012-12-27,27424.62,0,0,0,1
1,408254999,2012-12-29,27449.44,2012-12-29,27463.55,0,0,0,1
1,408254999,2012-12-29,27479.53,2012-12-29,27492.35,0,0,0,1
1,408254999,2012-12-31,27534.36,2012-12-31,27548.14,0,0,0,1
1,408254999,2013-01-01,27568.73,2013-01-01,27580.34,0,0,0,1
4,798583940,2012-01-01,154738.87,2012-01-01,154761.69,0,0,0,1
4,798583940,2012-01-02,154960.16,2012-01-03,154985.58,0,0,0,1
4,798583940,2012-01-05,155032.41,2012-01-05,155039.23,0,0,0,1
4,798583940,2012-01-05,155059.11,2012-01-05,155066.51,0,0,0,1
4,798583940,2012-01-05,155102.84,2012-01-05,155108.77,0,0,0,1
4,798583940,2012-01-05,155137.06,2012-01-05,155141.98,0,0,0,1
4,798583940,2012-01-05,155155.67,2012-01-05,155163.61,0,0,0,1
4,798583940,2012-01-07,155229.08,2012-01-07,155235.52,0,0,0,1
4,798583940,2012-01-07,155286.56,2012-01-07,155300.11,0,0,0,1
4,798583940,2012-01-08,155400.26,2012-01-08,155414.79,0,0,0,1
4,798583940,2012-01-09,155420.73,2012-01-09,155432.01,0,0,0,1
4,798583940,2012-01-09,155549.4,2012-01-09,155563.12,0,0,0,1
4,798583940,2012-01-11,155589.38,2012-01-11,155603.46,0,0,0,1
4,798583940,2012-01-13,155641.58,2012-01-13,155655.51,0,0,0,1
4,798583940,2012-01-14,155687.87,2012-01-14,155702.18,0,0,0,1
4,798583940,2012-01-14,155734.77,2012-01-14,155746.16,0,0,0,1
4,798583940,2012-01-15,155767.15,2012-01-15,155781.44,0,0,0,1
4,798583940,2012-01-15,155828.81,2012-01-15,155840.27,0,0,0,1
4,798583940,2012-01-16,155869.19,2012-01-16,155883.71,0,0,0,1
4,798583940,2012-01-18,155906.55,2012-01-18,155920,0,0,0,1
4,798583940,2012-01-19,156056.2,2012-01-19,156077.65,0,0,0,1
4,798583940,2012-01-19,156174.98,2012-01-19,156198.81,0,0,0,1
4,798583940,2012-01-23,156425.87,2012-01-23,156448.95,0,0,0,1
4,798583940,2012-01-23,156540.89,2012-01-23,156547.93,0,0,0,1
4,798583940,2012-01-25,156590,2012-01-25,156598.89,0,0,0,1
4,798583940,2012-01-25,156600.08,2012-01-26,156608.02,0,0,0,1
4,798583940,2012-01-27,156617.61,2012-01-27,156622.82,0,0,0,1
4,798583940,2012-01-27,156670.68,2012-01-27,156676.82,0,0,0,1
4,798583940,2012-01-28,156711.03,2012-01-28,156719.33,0,0,0,1
4,798583940,2012-01-28,156749,2012-01-28,156763.91,0,0,0,1
4,798583940,2012-01-28,156853.73,2012-01-28,156869.15,0,0,0,1
4,798583940,2012-01-29,156959.06,2012-01-29,156970.06,0,0,0,1
4,798583940,2012-01-30,157009.61,2012-01-30,157023.04,0,0,0,1
4,798583940,2012-01-31,157099.63,2012-02-01,157106.92,0,0,0,1
4,798583940,2012-02-02,157113.71,2012-02-02,157121.1,0,0,0,1
4,798583940,2012-02-02,157128.96,2012-02-02,157133.97,0,0,0,1
4,798583940,2012-02-03,157151.12,2012-02-03,157155.51,0,0,0,1
4,798583940,2012-02-05,157175.5,2012-02-05,157184.08,0,0,0,1
4,798583940,2012-02-05,157196.37,2012-02-05,157204.49,0,0,0,1
4,798583940,2012-02-05,157210.89,2012-02-05,157217.99,0,0,0,1
4,798583940,2012-02-05,157223.51,2012-02-05,157230.17,0,0,0,1
4,798583940,2012-02-06,157248.33,2012-02-06,157255.44,0,0,0,1
4,798583940,2012-02-06,157271.63,2012-02-06,157278.85,0,0,0,1
4,798583940,2012-02-06,157292.76,2012-02-06,157299.62,0,0,0,1
4,798583940,2012-02-06,157314.91,2012-02-06,157329.43,0,0,0,1
4,798583940,2012-02-07,157361.04,2012-02-07,157375.19,0,0,0,1
4,798583940,2012-02-07,157391.06,2012-02-07,157404.46,0,0,0,1
